Metric,Step,Value,Wall_time
Loss/Total,54650,1.3670381307601929,1766364434.8353782
Loss/Total,54700,1.2931478023529053,1766364549.1910098
Loss/Total,54750,1.299174427986145,1766364663.5599926
Loss/Total,54800,1.3630189895629883,1766364775.7398534
Loss/Total,54850,1.328184962272644,1766364886.4690335
Loss/Total,54900,1.0744438171386719,1766364998.317566
Loss/Total,54950,1.2825841903686523,1766365106.907892
Loss/Total,55000,1.3930306434631348,1766365216.996138
Loss/Total,55050,1.3634564876556396,1766365327.6302054
Loss/Total,55100,1.2955948114395142,1766365438.7684221
Loss/Total,55150,1.3549473285675049,1766365552.7820535
Loss/Total,55200,1.3448355197906494,1766365667.258315
Loss/Total,55250,1.2868140935897827,1766365780.8613052
Loss/Total,55300,1.5982561111450195,1766365895.0453298
Loss/Total,55350,1.395048975944519,1766366009.158563
Loss/Total,55400,1.189772605895996,1766366120.8948243
Loss/Total,55450,1.316152811050415,1766366234.5358303
Loss/Total,55500,1.2441216707229614,1766366349.4655836
Loss/Total,55550,1.5371489524841309,1766366459.7795022
Loss/Total,55600,1.5618317127227783,1766366572.861413
Loss/Total,55650,1.2004510164260864,1766366686.4154854
Loss/Total,55700,1.3696330785751343,1766366801.790131
Loss/Total,55750,1.2495412826538086,1766366916.5452318
Loss/Total,55800,1.2900183200836182,1766367029.6429236
Loss/Total,55850,1.3959407806396484,1766367145.505365
Loss/Total,55900,1.448024034500122,1766367257.501806
Loss/Total,55950,1.2114620208740234,1766367370.9720745
Loss/Total,56000,1.3902475833892822,1766367479.6143892
Loss/Total,56050,1.2677143812179565,1766367592.7042532
Loss/Total,56100,1.325768232345581,1766367706.5524309
Loss/Total,56150,1.322829008102417,1766367821.9392889
Loss/Total,56200,1.2527817487716675,1766367935.6868544
Loss/Total,56250,1.3619400262832642,1766368048.508311
Loss/Total,56300,1.3487193584442139,1766368157.7703629
Loss/Total,56350,1.4437708854675293,1766368268.834587
Loss/Total,56400,1.5061582326889038,1766368386.1485755
Loss/Total,56450,1.3304446935653687,1766368498.0153039
Loss/Total,56500,1.2094638347625732,1766368613.835224
Loss/Total,56550,1.3909214735031128,1766368725.0494015
Loss/Total,56600,1.3781018257141113,1766368839.4224005
Loss/Total,56650,1.738222360610962,1766368951.8020723
Loss/Total,56700,1.3052704334259033,1766369067.785283
Loss/Total,56750,1.312711477279663,1766369183.088333
Loss/Total,56800,1.7258260250091553,1766369294.8844323
Loss/Total,56850,1.3087608814239502,1766369411.3637052
Loss/Total,56900,1.3937660455703735,1766369522.2377956
Loss/Total,56950,1.2551954984664917,1766369635.4014897
Loss/Total,57000,1.446966290473938,1766369746.4151123
Loss/Total,57050,1.2805134057998657,1766369862.0984142
Loss/Total,57100,1.3774492740631104,1766369977.1629248
Loss/Total,57150,1.514418125152588,1766370092.3720925
Loss/Total,57200,1.3264374732971191,1766370203.2182674
Loss/Total,57250,1.3023170232772827,1766370314.1752903
Loss/Total,57300,1.4142571687698364,1766370428.3768833
Loss/Total,57350,1.3734287023544312,1766370544.3440733
Loss/Total,57400,1.138636589050293,1766370655.6051397
Loss/Total,57450,1.3555999994277954,1766370767.4964807
Loss/Total,57500,1.386418104171753,1766370878.5483797
Loss/Total,57550,1.300574779510498,1766370990.959597
Loss/Total,57600,1.2310950756072998,1766371103.512199
Loss/Total,57650,1.4416413307189941,1766371216.3267214
Loss/Total,57700,1.4696478843688965,1766371327.4405851
Loss/Total,57750,1.3060743808746338,1766371440.9175189
Loss/Total,57800,1.3274259567260742,1766371553.714371
Loss/Total,57850,1.2285144329071045,1766371668.3409832
Loss/Total,57900,1.3860864639282227,1766371783.2099128
Loss/Total,57950,1.4189863204956055,1766371894.03553
Loss/Total,58000,1.3766709566116333,1766372009.2920308
Loss/Total,58050,1.362654209136963,1766372123.7016103
Loss/Total,58100,1.5736732482910156,1766372240.344309
Loss/Total,58150,1.4791841506958008,1766372352.7519758
Loss/Total,58200,1.369468092918396,1766372465.0208008
Loss/Total,58250,1.402669072151184,1766372579.4079142
Loss/Total,58300,1.5731092691421509,1766372693.2133281
Loss/Total,58350,1.220255970954895,1766372807.0828009
Loss/Total,58400,1.2542929649353027,1766372919.794441
Loss/Total,58450,1.5975614786148071,1766373033.4764323
Loss/Total,58500,1.4521315097808838,1766373149.6338391
Loss/Total,58550,1.3042020797729492,1766373261.6445596
Loss/Total,58600,1.4579153060913086,1766373374.3058095
Loss/Total,58650,1.4083716869354248,1766373488.396189
Loss/Total,58700,1.3756673336029053,1766373599.9583373
Loss/Total,58750,1.3975591659545898,1766373713.1079912
Loss/Total,58800,1.3023152351379395,1766373826.4681265
Loss/Total,58850,1.3333696126937866,1766373938.6597676
Loss/Total,58900,1.3078162670135498,1766374054.371282
Loss/Total,58950,1.3574306964874268,1766374170.993576
Loss/Total,59000,1.533961534500122,1766374280.733497
Loss/Total,59050,1.4031126499176025,1766374390.591732
Loss/Total,59100,1.4082510471343994,1766374509.6755385
Loss/Total,59150,1.2978549003601074,1766374623.2200263
Loss/Total,59200,1.3599497079849243,1766374731.9739459
Loss/Total,59250,1.276473879814148,1766374847.0475645
Loss/Total,59300,1.292259931564331,1766374962.7459667
Loss/Total,59350,1.4567791223526,1766375077.322939
Loss/Total,59400,1.457467794418335,1766375191.5487077
Loss/Total,59450,1.3513147830963135,1766375301.6953845
Loss/Total,59500,1.4713828563690186,1766375419.145447
Loss/Total,59550,1.3965473175048828,1766375528.981486
Loss/Total,59600,1.2579196691513062,1766375637.618058
Loss/Total,59650,1.4110370874404907,1766375751.2849805
Loss/Total,59700,1.2421326637268066,1766375867.5972378
Loss/Total,59750,1.1812736988067627,1766375985.8663974
Loss/Total,59800,1.3261282444000244,1766376101.4699097
Loss/Total,59850,1.2227222919464111,1766376213.5320532
Loss/Total,59900,1.3934246301651,1766376325.3854551
Loss/Total,59950,1.3697972297668457,1766376436.3819413
Loss/Total,60000,1.3002833127975464,1766376549.375454
Loss/Total,60050,1.229833960533142,1766376661.6597283
Loss/Total,60100,1.300111174583435,1766376773.928206
Loss/Total,60150,1.484572172164917,1766376885.9857516
Loss/Total,60200,1.3153609037399292,1766376996.5675569
Loss/Total,60250,1.3184667825698853,1766377109.036181
Loss/Total,60300,1.176011323928833,1766377218.8027856
Loss/Total,60350,1.3606374263763428,1766377329.608165
Loss/Total,60400,1.4080955982208252,1766377443.414447
Loss/Total,60450,1.3717689514160156,1766377553.7003706
Loss/Total,60500,1.3925071954727173,1766377669.4416137
Loss/Total,60550,1.3815597295761108,1766377783.1637294
Loss/Total,60600,1.2523748874664307,1766377897.074901
Loss/Total,60650,1.5445990562438965,1766378013.089953
Loss/Total,60700,1.4395267963409424,1766378125.052945
Loss/Total,60750,1.5912575721740723,1766378235.5778677
Loss/Total,60800,1.4445676803588867,1766378347.6572595
Loss/Total,60850,1.3715354204177856,1766378458.9147952
Loss/Total,60900,1.2779422998428345,1766378571.1223385
Loss/Total,60950,1.284522294998169,1766378687.3726702
Loss/Total,61000,1.269409418106079,1766378805.4522738
Loss/Total,61050,1.3532334566116333,1766378918.2020364
Loss/Total,61100,1.2788841724395752,1766379031.9612663
Loss/Total,61150,1.2378754615783691,1766379147.3687236
Loss/Total,61200,1.4261175394058228,1766379261.313848
Loss/Total,61250,1.378285527229309,1766379375.3529787
Loss/Total,61300,1.2596724033355713,1766379486.2586737
Loss/Total,61350,1.3339227437973022,1766379601.665028
Loss/Total,61400,1.4092867374420166,1766379713.7116034
Loss/Total,61450,1.2727453708648682,1766379826.7979476
Loss/Total,61500,1.3703930377960205,1766379939.6836572
Loss/Total,61550,1.38698148727417,1766380054.9794064
Loss/Total,61600,1.3049622774124146,1766380166.0079713
Loss/Total,61650,1.45218026638031,1766380279.3057556
Loss/Total,61700,1.1531574726104736,1766380389.850301
Loss/Total,61750,1.3966015577316284,1766380504.8921201
Loss/Total,61800,1.3166247606277466,1766380619.542998
Loss/Total,61850,1.3084800243377686,1766380726.1222515
Loss/Total,61900,1.3315619230270386,1766380841.6547952
Loss/Total,61950,1.5657421350479126,1766380950.110169
Loss/Total,62000,1.4009439945220947,1766381063.8677528
Loss/Total,62050,1.2580536603927612,1766381174.0980163
Loss/Total,62100,1.3413918018341064,1766381287.9046283
Loss/Total,62150,1.4556424617767334,1766381399.3550398
Loss/Total,62200,1.2390625476837158,1766381515.099323
Loss/Total,62250,1.7680952548980713,1766381630.689197
Loss/Total,62300,1.493762731552124,1766381743.8771307
Loss/Total,62350,1.3498872518539429,1766381860.519573
Loss/Total,62400,1.3325154781341553,1766381976.8446085
Loss/Total,62450,1.1971502304077148,1766382089.5069358
Loss/Total,62500,1.4682440757751465,1766382203.6467564
Loss/Total,62550,1.6838314533233643,1766382318.4168587
Loss/Total,62600,1.5955376625061035,1766382428.8018084
Loss/Total,62650,1.3877003192901611,1766382542.054968
Loss/Total,62700,1.5149482488632202,1766382651.2501442
Loss/Total,62750,1.313429355621338,1766382765.9055452
Loss/Total,62800,1.3099279403686523,1766382873.7514048
Loss/Total,62850,1.4798882007598877,1766382985.2566643
Loss/Total,62900,1.4208729267120361,1766383093.9606829
Loss/Total,62950,1.1297796964645386,1766383209.2958958
Loss/Total,63000,1.2637463808059692,1766383322.8147578
Loss/Total,63050,1.8114752769470215,1766383433.2306256
Loss/Total,63100,1.448865294456482,1766383543.4809754
Loss/Total,63150,1.3504754304885864,1766383658.5668316
Loss/Total,63200,1.482953667640686,1766383772.5032384
Loss/Total,63250,1.3116726875305176,1766383885.0949364
Loss/Total,63300,1.3669898509979248,1766383995.9213467
Loss/Total,63350,1.3904865980148315,1766384104.3103976
Loss/Total,63400,1.3847062587738037,1766384218.663345
Loss/Total,63450,1.2678323984146118,1766384327.4715593
Loss/Total,63500,1.366173267364502,1766384442.1517315
Loss/Total,63550,1.522882342338562,1766384555.9781923
Loss/Total,63600,1.326234221458435,1766384669.1920714
Loss/Total,63650,1.2223682403564453,1766384782.4300573
Loss/Total,63700,1.4964649677276611,1766384893.953806
Loss/Total,63750,1.4630837440490723,1766385005.114572
Loss/Total,63800,1.4477646350860596,1766385119.2723892
Loss/Total,63850,1.5809910297393799,1766385233.6150255
Loss/Total,63900,1.268682837486267,1766385349.3377485
Loss/Total,63950,1.6096327304840088,1766385460.9782574
Loss/Total,64000,1.4191017150878906,1766385569.6194224
Loss/Total,64050,1.3971693515777588,1766385682.8847568
Loss/Total,64100,1.5284996032714844,1766385794.6383154
Loss/Total,64150,1.4427220821380615,1766385911.7145848
Loss/Total,64200,1.3448941707611084,1766386029.185774
Loss/Total,64250,1.4527791738510132,1766386148.0011845
Loss/Total,64300,1.2634105682373047,1766386263.831366
Loss/Total,64350,1.2888057231903076,1766386377.7360573
Loss/Total,64400,1.2638593912124634,1766386495.1216347
Loss/Total,64450,1.339640736579895,1766386608.3627117
Loss/Total,64500,1.4404572248458862,1766386720.1183186
Loss/Total,64550,1.3147326707839966,1766386832.81477
Loss/Total,64600,1.2871806621551514,1766386945.31215
Loss/Total,64650,1.366175651550293,1766387058.643019
Loss/Total,64700,1.5032840967178345,1766387168.6515794
Loss/Total,64750,1.481224775314331,1766387279.2390738
Loss/Total,64800,1.5283507108688354,1766387389.9345326
Loss/Total,64850,1.5691946744918823,1766387504.1392488
Loss/Total,64900,1.504394292831421,1766387613.7224154
Loss/Total,64950,1.3222154378890991,1766387727.7600632
Loss/Total,65000,1.3486448526382446,1766387838.1512306
Loss/Total,65050,1.4293832778930664,1766387952.1847463
Loss/Total,65100,1.4030930995941162,1766388064.8676372
Loss/Total,65150,1.2126984596252441,1766388176.857671
Loss/Total,65200,1.4161494970321655,1766388291.4929686
Loss/Total,65250,1.3108633756637573,1766388403.3913884
Loss/Total,65300,1.3780725002288818,1766388517.4756722
Loss/Total,65350,1.3524469137191772,1766388627.8514965
Loss/Total,65400,1.4664511680603027,1766388737.6918006
Loss/Total,65450,1.3930678367614746,1766388854.8720448
Loss/Total,65500,1.4401062726974487,1766388967.9269881
Loss/Total,65550,1.4542040824890137,1766389086.2010381
Loss/Total,65600,1.2921664714813232,1766389203.046876
Loss/Total,65650,1.3261737823486328,1766389316.8375304
Loss/Total,65700,1.248654842376709,1766389435.051422
Loss/Total,65750,1.304818034172058,1766389548.2629817
Loss/Total,65800,1.2883226871490479,1766389661.1483023
Loss/Total,65850,1.3570449352264404,1766389773.9551697
Loss/Total,65900,1.550565481185913,1766389888.4063568
Loss/Total,65950,1.3542649745941162,1766390002.4276884
Loss/Total,66000,1.3833985328674316,1766390114.0053904
Loss/Total,66050,1.3381022214889526,1766390231.1001494
Loss/Total,66100,1.475393295288086,1766390343.3274527
Loss/Total,66150,1.346538782119751,1766390455.0405192
Loss/Total,66200,1.4486544132232666,1766390566.5381558
Loss/Total,66250,1.2788722515106201,1766390679.9061737
Loss/Total,66300,1.414506435394287,1766390793.6144161
Loss/Total,66350,1.3813556432724,1766390905.26738
Loss/Total,66400,1.5379235744476318,1766391019.201503
Loss/Total,66450,1.3480652570724487,1766391132.5111983
Loss/Total,66500,1.397849678993225,1766391244.1661172
Loss/Total,66550,1.4110054969787598,1766391358.396881
Loss/Total,66600,1.4444124698638916,1766391469.6635377
Loss/Total,66650,1.3620948791503906,1766391582.751932
Loss/Total,66700,1.50559663772583,1766391698.1373482
Loss/Total,66750,1.8290908336639404,1766391805.901654
Loss/Total,66800,1.3665895462036133,1766391919.3002563
Loss/Total,66850,1.5099503993988037,1766392031.7835038
Loss/Total,66900,1.3461984395980835,1766392145.935999
Loss/Total,66950,1.3638954162597656,1766392257.7088892
Loss/Total,67000,1.4838666915893555,1766392370.6486115
Loss/Total,67050,1.4718849658966064,1766392479.0995238
Loss/Total,67100,1.6088188886642456,1766392592.1422908
Loss/Total,67150,1.3183107376098633,1766392703.7158072
Loss/Total,67200,1.4753066301345825,1766392816.6892574
Loss/Total,67250,1.5389249324798584,1766392929.010294
Loss/Total,67300,1.2899792194366455,1766393043.2602382
Loss/Total,67350,1.2797071933746338,1766393156.6724534
Loss/Total,67400,1.5522313117980957,1766393269.863034
Loss/Total,67450,1.2016358375549316,1766393382.9067984
Loss/Total,67500,1.5009875297546387,1766393498.6565983
Loss/Total,67550,1.4464337825775146,1766393609.8690026
Loss/Total,67600,1.2311809062957764,1766393725.8145027
Loss/Total,67650,1.4703015089035034,1766393836.837877
Loss/Total,67700,1.7191866636276245,1766393950.93825
Loss/Total,67750,1.3931423425674438,1766394061.8160877
Loss/Total,67800,1.3504363298416138,1766394170.591622
Loss/Total,67850,1.4417810440063477,1766394282.0854297
Loss/Total,67900,1.3997817039489746,1766394396.83289
Loss/Total,67950,1.1323248147964478,1766394513.7404764
Loss/Total,68000,1.2694655656814575,1766394625.307623
Loss/Total,68050,1.4366753101348877,1766394736.4339259
Loss/Total,68100,1.3772315979003906,1766394850.2110465
Loss/Total,68150,1.5076909065246582,1766394960.3465574
Loss/Total,68200,1.3329792022705078,1766395071.9704807
Loss/Total,68250,1.5276479721069336,1766395188.798242
Loss/Total,68300,1.3431090116500854,1766395302.717516
Loss/Total,68350,1.3181064128875732,1766395415.6244018
Loss/Total,68400,1.3352077007293701,1766395530.410398
Loss/Total,68450,1.6296367645263672,1766395644.2170775
Loss/Total,68500,1.3963696956634521,1766395757.9668329
Loss/Total,68550,1.3351789712905884,1766395870.8844569
Loss/Total,68600,1.7423137426376343,1766395982.9046233
Loss/Total,68650,1.677324891090393,1766396094.2331245
Loss/Total,68700,1.354491114616394,1766396207.7418008
Loss/Total,68750,1.417242407798767,1766396321.9659054
Loss/Total,68800,1.3403135538101196,1766396436.2718904
Loss/Total,68850,1.5312609672546387,1766396546.8089015
Loss/Total,68900,1.3744374513626099,1766396661.3891768
Loss/Total,68950,1.4274662733078003,1766396775.649349
Loss/Total,69000,1.2250699996948242,1766396886.6518598
Loss/Total,69050,1.5143969058990479,1766396999.1513534
Loss/Total,69100,1.3108162879943848,1766397109.2447762
Loss/Total,69150,1.3811920881271362,1766397222.6184072
Loss/Total,69200,1.585536003112793,1766397337.8779905
Loss/Total,69250,1.468465805053711,1766397449.3203037
Loss/Total,69300,1.3337385654449463,1766397561.0487971
Loss/Total,69350,1.5017590522766113,1766397671.685698
Loss/Total,69400,1.2828470468521118,1766397783.453547
Loss/Total,69450,1.564052700996399,1766397895.9560843
Loss/Total,69500,1.3635677099227905,1766398006.1608381
Loss/Total,69550,1.4611904621124268,1766398121.7151723
Loss/Total,69600,1.4760478734970093,1766398235.572393
Loss/Total,69650,1.4700284004211426,1766398357.5083725
Loss/Total,69700,1.419137954711914,1766398471.3684878
Loss/Total,69750,1.351879596710205,1766398581.4222658
Loss/Total,69800,1.4975941181182861,1766398695.9955885
Loss/Total,69850,1.5345896482467651,1766398815.2458138
Loss/Total,69900,1.3197808265686035,1766398931.216728
Loss/Total,69950,1.3595441579818726,1766399041.6245763
Loss/Total,70000,1.4472324848175049,1766399153.2448146
Loss/Total,70050,1.3255375623703003,1766399265.5855849
Loss/Total,70100,1.313046932220459,1766399381.401139
Loss/Total,70150,1.5149879455566406,1766399493.4820023
Loss/Total,70200,1.3668326139450073,1766399605.090111
Loss/Total,70250,1.396768569946289,1766399717.812631
Loss/Total,70300,1.4625622034072876,1766399829.029909
Loss/Total,70350,1.3501440286636353,1766399944.600516
Loss/Total,70400,1.3496143817901611,1766400058.9460366
Loss/Total,70450,1.5064865350723267,1766400172.7014422
Loss/Total,70500,1.3853833675384521,1766400283.943399
Loss/Total,70550,1.3211036920547485,1766400397.2437677
Loss/Total,70600,1.5308204889297485,1766400509.5074573
Loss/Total,70650,1.3292051553726196,1766400622.7373588
Loss/Total,70700,1.303547978401184,1766400736.0629578
Loss/Total,70750,1.6214892864227295,1766400847.909846
Loss/Total,70800,1.4776031970977783,1766400961.7338672
Loss/Total,70850,1.3398182392120361,1766401070.5301237
Loss/Total,70900,1.3829929828643799,1766401186.1548746
Loss/Total,70950,1.4835917949676514,1766401302.8807795
Loss/Total,71000,1.4960849285125732,1766401414.513978
Loss/Total,71050,1.400739312171936,1766401525.1004696
Loss/Total,71100,1.2898039817810059,1766401636.7642157
Loss/Total,71150,1.3296496868133545,1766401746.770059
Loss/Total,71200,1.7031203508377075,1766401856.652488
Loss/Total,71250,1.1834641695022583,1766401969.275933
Loss/Total,71300,1.3999736309051514,1766402079.391315
Loss/Total,71350,1.372033953666687,1766402192.743443
Loss/Total,71400,1.3244774341583252,1766402305.8474681
Loss/Total,71450,1.4194456338882446,1766402415.6891813
Loss/Total,71500,1.6911017894744873,1766402524.7932699
Loss/Total,71550,1.3667253255844116,1766402637.1980531
Loss/Total,71600,1.3291690349578857,1766402752.3941066
Loss/Total,71650,1.6854982376098633,1766402864.5689936
Loss/Total,71700,1.4062118530273438,1766402980.0960085
Loss/Total,71750,1.2789174318313599,1766403093.0360942
Loss/Total,71800,1.4015111923217773,1766403203.4739387
Loss/Total,71850,1.358829379081726,1766403311.6025493
Loss/Total,71900,1.307084560394287,1766403421.7959135
Loss/Total,71950,1.2221312522888184,1766403532.9626138
Loss/Total,72000,1.3285280466079712,1766403643.1936076
Loss/Total,72050,1.3836700916290283,1766403760.1665406
Loss/Total,72100,1.4791280031204224,1766403873.5147483
Loss/Total,72150,1.347754955291748,1766403986.289322
Loss/Total,72200,1.3402156829833984,1766404095.9277174
Loss/Total,72250,1.4571561813354492,1766404210.6761973
Loss/Total,72300,1.568933367729187,1766404323.7505538
Loss/Total,72350,1.3329837322235107,1766404434.4303937
Loss/Total,72400,1.5148682594299316,1766404543.872709
Loss/Total,72450,1.4432225227355957,1766404654.7051792
Loss/Total,72500,1.315415859222412,1766404765.567674
Loss/Total,72550,1.285378098487854,1766404877.1111047
Loss/Total,72600,1.3900500535964966,1766404987.7791853
Loss/Total,72650,1.5010782480239868,1766405102.695415
Loss/Total,72700,1.4368587732315063,1766405214.7019694
Loss/Total,72750,1.607414960861206,1766405328.9096017
Loss/Total,72800,1.3665523529052734,1766405438.6442637
Loss/Total,72850,1.43385648727417,1766405552.2934809
Loss/Total,72900,1.683868408203125,1766405664.911209
Loss/Total,72950,1.3198747634887695,1766405776.0897377
Loss/Total,73000,1.4420585632324219,1766405888.0571399
Loss/Total,73050,1.529557228088379,1766405998.7550232
Loss/Total,73100,1.4178212881088257,1766406113.6251478
Loss/Total,73150,1.3997154235839844,1766406226.729262
Loss/Total,73200,1.626177191734314,1766406339.3065379
Loss/Total,73250,1.326899766921997,1766406449.3739762
Loss/Total,73300,1.4438084363937378,1766406557.3311334
Loss/Total,73350,1.6032578945159912,1766406670.3283122
Loss/Total,73400,1.4311115741729736,1766406784.0953531
Loss/Total,73450,1.413465142250061,1766406898.2633398
Loss/Total,73500,1.4084376096725464,1766407010.2160418
Loss/Total,73550,1.630763053894043,1766407123.8575842
Loss/Total,73600,1.543228030204773,1766407235.9385438
Loss/Total,73650,1.3925949335098267,1766407350.2513046
Loss/Total,73700,1.4950411319732666,1766407460.8005466
Loss/Total,73750,1.5845600366592407,1766407570.829012
Loss/Total,73800,1.4013148546218872,1766407684.3314972
Loss/Total,73850,1.4241489171981812,1766407798.690977
Loss/Total,73900,1.3144232034683228,1766407912.6707323
Loss/Total,73950,1.5373082160949707,1766408023.8824992
Loss/Total,74000,1.4523100852966309,1766408136.5424042
Loss/Total,74050,1.4300040006637573,1766408251.2083478
Loss/Total,74100,1.5955965518951416,1766408367.207907
Loss/Total,74150,1.349339485168457,1766408479.7470121
Loss/Total,74200,1.2606031894683838,1766408591.999417
Loss/Total,74250,1.5688676834106445,1766408706.3650074
Loss/Total,74300,1.324925422668457,1766408818.6925886
Loss/Total,74350,1.43900728225708,1766408932.214903
Loss/Total,74400,1.5457450151443481,1766409043.418213
Loss/Total,74450,1.2534685134887695,1766409158.1873097
Loss/Total,74500,1.3371925354003906,1766409270.695776
Loss/Total,74550,1.446056604385376,1766409386.983448
Loss/Total,74600,1.3220341205596924,1766409498.7046237
Loss/Total,74650,1.405543565750122,1766409612.7290492
Loss/Total,74700,1.3629865646362305,1766409720.3206797
Loss/Total,74750,1.57805335521698,1766409834.0849335
Loss/Total,74800,1.4427435398101807,1766409946.6192477
Loss/Total,74850,1.5513218641281128,1766410063.6836112
Loss/Total,74900,1.6441283226013184,1766410177.3719363
Loss/Total,74950,1.2889728546142578,1766410290.1850297
Loss/Total,75000,1.497238039970398,1766410400.9831054
Loss/Total,75050,1.3675248622894287,1766410511.5013664
Loss/Total,75100,1.2754501104354858,1766410622.1350796
Loss/Total,75150,1.6838855743408203,1766410732.3237827
Loss/Total,75200,1.4506040811538696,1766410845.8903637
Loss/Total,75250,1.3396974802017212,1766410958.421376
Loss/Total,75300,1.4814221858978271,1766411071.268421
Loss/Total,75350,1.396408200263977,1766411188.2128134
Loss/Total,75400,1.4923012256622314,1766411303.6872942
Loss/Total,75450,1.5426057577133179,1766411415.260171
Loss/Total,75500,1.609696865081787,1766411528.6067164
Loss/Total,75550,1.3387575149536133,1766411642.5803218
Loss/Total,75600,1.5361721515655518,1766411753.7288334
Loss/Total,75650,1.3675727844238281,1766411869.2946494
Loss/Total,75700,1.2377691268920898,1766411983.3265555
Loss/Total,75750,1.4367690086364746,1766412095.3687668
Loss/Total,75800,1.4078631401062012,1766412206.9545496
Loss/Total,75850,1.3704406023025513,1766412317.1032465
Loss/Total,75900,1.3507379293441772,1766412432.0712967
Loss/Total,75950,1.2483599185943604,1766412544.741233
Loss/Total,76000,1.266547441482544,1766412654.7972205
Loss/Total,76050,1.5063068866729736,1766412762.6181216
Loss/Total,76100,1.5107665061950684,1766412875.6666017
Loss/Total,76150,1.5131888389587402,1766412987.2859602
Loss/Total,76200,1.2843444347381592,1766413099.676108
Loss/Total,76250,1.2875277996063232,1766413212.6402743
Loss/Total,76300,1.271869421005249,1766413325.8728614
Loss/Total,76350,1.3539445400238037,1766413438.3503416
Loss/Total,76400,1.5562570095062256,1766413553.5281124
Loss/Total,76450,1.3149197101593018,1766413667.7806816
Loss/Total,76500,2.059786796569824,1766413780.8550608
Loss/Total,76550,1.3917044401168823,1766413894.5092602
Loss/Total,76600,1.3664947748184204,1766414008.5853214
Loss/Total,76650,1.3018865585327148,1766414121.0897682
Loss/Total,76700,1.2018601894378662,1766414234.024521
Loss/Total,76750,1.5352253913879395,1766414341.69386
Loss/Total,76800,1.3159594535827637,1766414452.22524
Loss/Total,76850,1.316232442855835,1766414566.4088607
Loss/Total,76900,1.4333093166351318,1766414676.5644596
Loss/Total,76950,1.5835288763046265,1766414789.1851633
Loss/Total,77000,1.3824862241744995,1766414902.544222
Loss/Total,77050,1.5281291007995605,1766415014.5214202
Loss/Total,77100,1.5206191539764404,1766415126.820551
Loss/Total,77150,1.3150427341461182,1766415237.3028207
Loss/Total,77200,1.3713300228118896,1766415348.4701693
Loss/Total,77250,1.337915301322937,1766415461.3711224
Loss/Total,77300,1.4191395044326782,1766415573.8358917
Loss/Total,77350,1.4567807912826538,1766415684.7204447
Loss/Total,77400,1.3761513233184814,1766415798.4180899
Loss/Total,77450,1.342969536781311,1766415911.4515135
Loss/Total,77500,1.2972416877746582,1766416021.9334617
Loss/Total,77550,1.2012195587158203,1766416134.338932
Loss/Total,77600,1.4687817096710205,1766416246.7783623
Loss/Total,77650,1.6575167179107666,1766416356.6280751
Loss/Total,77700,1.2888455390930176,1766416470.652687
Loss/Total,77750,1.7114641666412354,1766416586.5795364
Loss/Total,77800,1.4240015745162964,1766416704.528646
Loss/Total,77850,1.5301847457885742,1766416821.5802717
Loss/Total,77900,1.4627151489257812,1766416936.2877126
Loss/Total,77950,1.4859566688537598,1766417048.158196
Loss/Total,78000,2.111973762512207,1766417160.2258909
Loss/Total,78050,1.5506806373596191,1766417266.6295755
Loss/Total,78100,1.5225014686584473,1766417379.7637079
Loss/Total,78150,1.6128661632537842,1766417493.0481918
Loss/Total,78200,1.4399139881134033,1766417607.895941
Loss/Total,78250,1.4328110218048096,1766417717.3793604
Loss/Total,78300,1.4927458763122559,1766417831.318487
Loss/Total,78350,1.5054737329483032,1766417944.4110975
Loss/Total,78400,1.541500449180603,1766418058.4369075
Loss/Total,78450,1.38334059715271,1766418173.335166
Loss/Total,78500,1.4970228672027588,1766418286.5742133
Loss/Total,78550,1.458358883857727,1766418402.6392095
Loss/Total,78600,1.3874684572219849,1766418512.3710957
Loss/Total,78650,1.3671133518218994,1766418625.707716
Loss/Total,78700,1.378777027130127,1766418738.303545
Loss/Total,78750,1.5946431159973145,1766418852.2129576
Loss/Total,78800,1.5558197498321533,1766418965.2808607
Loss/Total,78850,1.4502226114273071,1766419078.3958273
Loss/Total,78900,1.300780177116394,1766419191.679841
Loss/Total,78950,1.4046460390090942,1766419305.8849595
Loss/Total,79000,1.4503278732299805,1766419419.56666
Loss/Total,79050,1.3774335384368896,1766419533.414921
Loss/Total,79100,1.5293172597885132,1766419648.8803904
Loss/Total,79150,1.5576146841049194,1766419762.315808
Loss/Total,79200,1.3391356468200684,1766419878.937012
Loss/Total,79250,1.432672381401062,1766419990.7949529
Loss/Total,79300,1.5780575275421143,1766420103.7546144
Loss/Total,79350,1.638709306716919,1766420218.9372575
Loss/Total,79400,1.5843993425369263,1766420333.1721296
Loss/Total,79450,1.382957100868225,1766420442.7088802
Loss/Total,79500,1.3361481428146362,1766420556.8186357
Loss/Total,79550,1.529929757118225,1766420667.3130915
Loss/Total,79600,1.5138550996780396,1766420779.9346318
Loss/Total,79650,1.4991614818572998,1766420893.0143385
Loss/Total,79700,1.548535943031311,1766421005.4915175
Loss/Total,79750,1.4399263858795166,1766421113.2959151
Loss/Total,79800,1.5913636684417725,1766421227.3918676
Loss/Total,79850,1.411687970161438,1766421343.1032891
Loss/Total,79900,1.5175501108169556,1766421456.3741493
Loss/Total,79950,1.3408230543136597,1766421568.7413359
Loss/Total,80000,1.2978918552398682,1766421680.214679
